ПРАЙС-ЛИСТ;;;;;
Модель;Тип товара;ОЕ;TERMAL;Цена;Наличие
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005AE;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005AF;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005CC;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005CE;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005ED;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005EE;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;93BB8005EF;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;95BB 85N150 AA;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;95BB 85N150 AB;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;95BB 85N150 AC;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;97BB8005AA;562056K                  ;2 730,00;+
562056K  Ford Mondeo 1,8 TD/2.5 M+/-;Радиатор охлаждения;97BB8005CA;562056K                  ;2 730,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;1L5Z8005MA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;3787236;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;3955151;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;3965171;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;4039231;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;4048124;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;F67Z 8005 CA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;F67Z 8005 JA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;F77H 8005 BB;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;F77Z8005BB;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;F87Z8005KA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;XL2H 8005 KA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;XL2H8005DA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;XL2Z 8005 DA;562060T;4 120,00;+
562060T Ford Explorer 4.0 A 96-00 OE 1L5Z8005MA;Радиатор охлаждения;XL2Z 8005 LA;562060T;4 120,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005AA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005AB;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005AC;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005AD;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005CA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E2DH8005CB;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E6DH8005EC;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E6DZ8005A;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DH8005AA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DH8005BA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DH8005FA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DZ8005A;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DZ8005B;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DZ8005C;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DZ8005D;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E7DZ8005FA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E9DH8005BA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;E9DH8005DA;562065F               ;3 270,00;+
562065F Ford TAURUS  3.2 M/A  -93;Вентилятор охлаждения;F2DZ8005A;562065F               ;3 270,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1061180;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1061191;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1061192;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1091934;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1093711;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1093738;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1132655;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1671967;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;2S4H 8005 BA;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB 8005 KE;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DD;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DE;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DF;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005ME;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005MF;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005PC;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005PD;562075H                  ;1 580,00;+
562075H Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;YS4Z 8005 AA;562075H                  ;1 580,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1061180;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1093711;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1132655;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;1671967;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;2S4H 8005 BA;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB 8005 KE;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DD;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DE;562075JP;1 570,00;+
562075JP Ford Focus 98-   1,4-1,8 M+/-  ;Радиатор охлаждения;98AB8005DF;562075JP;1 570,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;1001855;562085P;2 010,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;1098808;562085P;2 010,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;1E0415200;562085P;2 010,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;1E0415200 A;562085P;2 010,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;96FB8005AC;562085P;2 010,00;+
562085P Ford Fiesta 1,1-1,3 A 95- ;Радиатор охлаждения;XS6H8005DA;562085P;2 010,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1107120;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1654324;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1654325;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1654376;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1661642;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1661643;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1661644;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1664695;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1664760;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1664762;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1666589;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;1668911;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6176238;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6176983;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6176984;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6479789;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6479790;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6479791;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6536093;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6632234;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6632236;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;6791562;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;7138824;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005DC;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005DD;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005DE;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005ED;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005FH;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;89FB8005FJ;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;90FB8005FA;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;92FB8005DA;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;92FB8005DB;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;92FB8005KA;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;92FB8005KB;562117P;1 690,00;+
562117P Ford FIESTA 1,4-1,6 M- 89- OE 1654324;Радиатор охлаждения;92FB8005KC;562117P;1 690,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1648710;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1648711;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1652504;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1652505;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1652509;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;1652510;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;6175982;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;88BB8005NA;562224A;1 900,00;+
562224A Ford Sierra 87-93 2.0 M-;Радиатор охлаждения;88BB8005NB;562224A;1 900,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;36000105;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;36000106;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;36002413;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;36002414;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;6G918005AB;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;6G918005FB;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;6G918005FC;565615P                  ;2 680,00;+
565615P Ford Mondeo IV A 1.6-2.3 2007- - OE 6G918005FB/Freelende/XC 70;Радиатор охлаждения;LR006715;565615P                  ;2 680,00;+
566853J Ford Explorer 4.0-4.6 A  07-09;Радиатор охлаждения;6L248005AB;566853J;5 940,00;+
566853J Ford Explorer 4.0-4.6 A  07-09;Радиатор охлаждения;6L2Z8005AA;566853J;5 940,00;+
566855J Ford Ranger 2.3L 01-10 O.Е 1L5Z8005HA;Радиатор охлаждения;1L5Z8005HA;566855J                  ;6 170,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1377542;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1457605;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1460547;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1461068;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1477219;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1477459;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1493773;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1563251;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1582563;566857H                ;2 670,00;+
566857H Ford Mondeo IV M 1.6-2.3 2007-;Радиатор охлаждения;1762395;566857H                ;2 670,00;+
